ID,Address Complete,Address First Line,Address Street Number,Address Street,Suburb,Council Area,State,Postcode,Lat,Long,Property Type,Occupancy Type,Development Zone,Land Area,Land Use,Beds,Baths,Sales Price,Year Built,Last Sale Date,Agency
37543930,206C/23 CUMBERLAND ROAD PASCOE VALE SOUTH VIC 3044,206C/23 CUMBERLAND ROAD ,23,CUMBERLAND ROAD,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73527451,144.93730169,UNIT,Owner Occupied,General Residential Zone - Schedule 1,7291,Strata Unit or Flat  (Unspecified),2.0,2.0,460000.0,2016,2014-10-27,
18026199,206D/23 CUMBERLAND ROAD PASCOE VALE SOUTH VIC 3044,206D/23 CUMBERLAND ROAD ,23,CUMBERLAND ROAD,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73527451,144.93730169,UNIT,Owner Occupied,General Residential Zone - Schedule 1,7291,Strata Unit or Flat  (Unspecified),2.0,2.0,510000.0,2016,2018-05-02,Brad Teal Real Estate Pascoe Vale
17709159,207A/23 CUMBERLAND ROAD PASCOE VALE SOUTH VIC 3044,207A/23 CUMBERLAND ROAD ,23,CUMBERLAND ROAD,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73527451,144.93730169,UNIT,Owner Occupied,General Residential Zone - Schedule 1,7291,Strata Unit or Flat  (Unspecified),2.0,1.0,440000.0,2016,2015-03-19,
17669977,207B/23 CUMBERLAND ROAD PASCOE VALE SOUTH VIC 3044,207B/23 CUMBERLAND ROAD ,23,CUMBERLAND ROAD,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73527451,144.93730169,UNIT,Rented,General Residential Zone - Schedule 1,7291,Strata Unit or Flat  (Unspecified),1.0,1.0,330000.0,2016,2014-06-10,
37543950,207D/23 CUMBERLAND ROAD PASCOE VALE SOUTH VIC 3044,207D/23 CUMBERLAND ROAD ,23,CUMBERLAND ROAD,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73527451,144.93730169,UNIT,Owner Occupied,General Residential Zone - Schedule 1,7291,Strata Unit or Flat  (Unspecified),,1.0,340000.0,2016,2014-09-08,
37439511,208A/23 CUMBERLAND ROAD PASCOE VALE SOUTH VIC 3044,208A/23 CUMBERLAND ROAD ,23,CUMBERLAND ROAD,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73527451,144.93730169,UNIT,Rented,General Residential Zone - Schedule 1,7291,Strata Unit or Flat  (Unspecified),1.0,1.0,320000.0,2016,2014-05-16,
17648044,208B/23 CUMBERLAND ROAD PASCOE VALE SOUTH VIC 3044,208B/23 CUMBERLAND ROAD ,23,CUMBERLAND ROAD,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73527451,144.93730169,UNIT,Owner Occupied,General Residential Zone - Schedule 1,7291,Strata Unit or Flat  (Unspecified),1.0,1.0,330000.0,2016,2024-01-16,Ray White Pascoe Vale
18005296,208D/23 CUMBERLAND ROAD PASCOE VALE SOUTH VIC 3044,208D/23 CUMBERLAND ROAD ,23,CUMBERLAND ROAD,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73527451,144.93730169,UNIT,Rented,General Residential Zone - Schedule 1,7291,Strata Unit or Flat  (Unspecified),1.0,1.0,340000.0,2016,2015-02-09,
37439512,209A/23 CUMBERLAND ROAD PASCOE VALE SOUTH VIC 3044,209A/23 CUMBERLAND ROAD ,23,CUMBERLAND ROAD,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73527451,144.93730169,UNIT,Owner Occupied,General Residential Zone - Schedule 1,7291,Strata Unit or Flat  (Unspecified),1.0,1.0,370000.0,2016,2024-01-31,
17696713,209B/23 CUMBERLAND ROAD PASCOE VALE SOUTH VIC 3044,209B/23 CUMBERLAND ROAD ,23,CUMBERLAND ROAD,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73527451,144.93730169,UNIT,Owner Occupied,General Residential Zone - Schedule 1,7291,Strata Unit or Flat  (Unspecified),1.0,1.0,320000.0,2016,2014-05-22,
18002063,209C/23 CUMBERLAND ROAD PASCOE VALE SOUTH VIC 3044,209C/23 CUMBERLAND ROAD ,23,CUMBERLAND ROAD,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73527451,144.93730169,UNIT,Rented,General Residential Zone - Schedule 1,7291,Strata Unit or Flat  (Unspecified),1.0,1.0,350000.0,2016,2016-09-08,
37543952,209D/23 CUMBERLAND ROAD PASCOE VALE SOUTH VIC 3044,209D/23 CUMBERLAND ROAD ,23,CUMBERLAND ROAD,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73527451,144.93730169,UNIT,Owner Occupied,General Residential Zone - Schedule 1,7291,Strata Unit or Flat  (Unspecified),1.0,1.0,370000.0,2016,2023-11-17,McGrath Coburg/Brunswick (F)
17695065,210A/23 CUMBERLAND ROAD PASCOE VALE SOUTH VIC 3044,210A/23 CUMBERLAND ROAD ,23,CUMBERLAND ROAD,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73527451,144.93730169,UNIT,Rented,General Residential Zone - Schedule 1,7291,Strata Unit or Flat  (Unspecified),1.0,1.0,325000.0,2010,2014-05-22,
17702918,210B/23 CUMBERLAND ROAD PASCOE VALE SOUTH VIC 3044,210B/23 CUMBERLAND ROAD ,23,CUMBERLAND ROAD,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73527451,144.93730169,UNIT,Owner Occupied,General Residential Zone - Schedule 1,7291,Single Strata Unit/Villa Unit/Townhouse,2.0,2.0,480000.0,2016,2018-11-13,Nelson Alexander Pascoe Vale
37544677,210C/23 CUMBERLAND ROAD PASCOE VALE SOUTH VIC 3044,210C/23 CUMBERLAND ROAD ,23,CUMBERLAND ROAD,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73527451,144.93730169,UNIT,Owner Occupied,General Residential Zone - Schedule 1,7291,Strata Unit or Flat  (Unspecified),,1.0,345000.0,2016,2014-09-21,
17930642,211A/23 CUMBERLAND ROAD PASCOE VALE SOUTH VIC 3044,211A/23 CUMBERLAND ROAD ,23,CUMBERLAND ROAD,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73527451,144.93730169,UNIT,Rented,General Residential Zone - Schedule 1,7291,Strata Unit or Flat  (Unspecified),1.0,1.0,340000.0,2016,2014-09-01,
17672113,211B/23 CUMBERLAND ROAD PASCOE VALE SOUTH VIC 3044,211B/23 CUMBERLAND ROAD ,23,CUMBERLAND ROAD,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73527451,144.93730169,UNIT,Rented,General Residential Zone - Schedule 1,7291,Strata Unit or Flat  (Unspecified),2.0,2.0,435000.0,2016,2014-05-16,
18005151,211C/23 CUMBERLAND ROAD PASCOE VALE SOUTH VIC 3044,211C/23 CUMBERLAND ROAD ,23,CUMBERLAND ROAD,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73527451,144.93730169,UNIT,Rented,General Residential Zone - Schedule 1,7291,Strata Unit or Flat  (Unspecified),1.0,1.0,345000.0,2016,2014-10-10,
18019626,211D/23 CUMBERLAND ROAD PASCOE VALE SOUTH VIC 3044,211D/23 CUMBERLAND ROAD ,23,CUMBERLAND ROAD,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73527451,144.93730169,UNIT,Owner Occupied,General Residential Zone - Schedule 1,7291,Strata Unit or Flat  (Unspecified),2.0,2.0,495000.0,2016,2024-03-15,Nelson Alexander Pascoe Vale
17703009,212A/23 CUMBERLAND ROAD PASCOE VALE SOUTH VIC 3044,212A/23 CUMBERLAND ROAD ,23,CUMBERLAND ROAD,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73527451,144.93730169,HOUSE,Rented,General Residential Zone - Schedule 1,7291,Strata Unit or Flat  (Unspecified),1.0,1.0,330000.0,2016,2014-09-16,
18023426,213C/23 CUMBERLAND ROAD PASCOE VALE SOUTH VIC 3044,213C/23 CUMBERLAND ROAD ,23,CUMBERLAND ROAD,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73527451,144.93730169,UNIT,Rented,General Residential Zone - Schedule 1,7291,Strata Unit or Flat  (Unspecified),1.0,1.0,340000.0,2016,2014-12-18,
52151761,EASTGATE STREET PASCOE VALE SOUTH VIC 3044,EASTGATE STREET ,,EASTGATE STREET,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73621886,144.94310184,OTHER,,,286,Strata Unit or Flat  (Unspecified),,,,,,
50561608,EASTGATE STREET PASCOE VALE SOUTH VIC 3044,EASTGATE STREET ,,EASTGATE STREET,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73683246,144.94281449,OTHER,,,256,Strata Unit or Flat  (Unspecified),,,,,,
48550814,2/1 EASTGATE STREET PASCOE VALE SOUTH VIC 3044,2/1 EASTGATE STREET ,1,EASTGATE STREET,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73695128,144.94385281,UNIT,Rented,,184,Single Strata Unit/Villa Unit/Townhouse,3.0,2.0,962000.0,,2021-08-04,Nelson Alexander Pascoe Vale
48550812,3/1 EASTGATE STREET PASCOE VALE SOUTH VIC 3044,3/1 EASTGATE STREET ,1,EASTGATE STREET,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73695128,144.94385281,UNIT,Owner Occupied,,217,Single Strata Unit/Villa Unit/Townhouse,3.0,,965000.0,,2021-05-29,
12489153,4 EASTGATE STREET PASCOE VALE SOUTH VIC 3044,4 EASTGATE STREET ,4,EASTGATE STREET,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73629407,144.94378689,UNIT,Owner Occupied,General Residential Zone - Schedule 1,338,Single Strata Unit/Villa Unit/Townhouse,3.0,2.0,1080000.0,,2024-10-24,Barry Plant Glenroy
43918008,4 EASTGATE STREET PASCOE VALE SOUTH VIC 3044,4 EASTGATE STREET ,4,EASTGATE STREET,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73629407,144.94378689,OTHER,,General Residential Zone - Schedule 1,338,Single Strata Unit/Villa Unit/Townhouse,,,,,,
43980773,5 EASTGATE STREET PASCOE VALE SOUTH VIC 3044,5 EASTGATE STREET ,5,EASTGATE STREET,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73691666,144.94349736,OTHER,,General Residential Zone - Schedule 1,248,Single Strata Unit/Villa Unit/Townhouse,,,,,,
37495579,1/5 EASTGATE STREET PASCOE VALE SOUTH VIC 3044,1/5 EASTGATE STREET ,5,EASTGATE STREET,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73691666,144.94349736,UNIT,Owner Occupied,General Residential Zone - Schedule 1,192,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,737500.0,2017,2021-12-14,Nelson Alexander Pascoe Vale
37495580,2/5 EASTGATE STREET PASCOE VALE SOUTH VIC 3044,2/5 EASTGATE STREET ,5,EASTGATE STREET,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73691666,144.94349736,UNIT,Owner Occupied,General Residential Zone - Schedule 1,121,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,727000.0,2017,2021-12-21,McGrath Coburg / Brunswick
37495581,3/5 EASTGATE STREET PASCOE VALE SOUTH VIC 3044,3/5 EASTGATE STREET ,5,EASTGATE STREET,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73691666,144.94349736,UNIT,Owner Occupied,General Residential Zone - Schedule 1,138,Strata Unit or Flat  (Unspecified),,1.0,545000.0,2017,2016-04-12,
17591229,4/5 EASTGATE STREET PASCOE VALE SOUTH VIC 3044,4/5 EASTGATE STREET ,5,EASTGATE STREET,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73691666,144.94349736,UNIT,Owner Occupied,General Residential Zone - Schedule 1,165,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,525000.0,2017,2016-06-22,Hockingstuart - Pascoe Vale & Coburg
52151760,2/12 EASTGATE STREET PASCOE VALE SOUTH VIC 3044,2/12 EASTGATE STREET ,12,EASTGATE STREET,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73621886,144.94310184,HOUSE,Owner Occupied,,143,Strata Unit or Flat  (Unspecified),3.0,2.0,1000000.0,2023,2023-12-12,
52151758,3/12 EASTGATE STREET PASCOE VALE SOUTH VIC 3044,3/12 EASTGATE STREET ,12,EASTGATE STREET,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73621886,144.94310184,UNIT,Owner Occupied,,188,Strata Unit or Flat  (Unspecified),3.0,2.0,950000.0,,2023-12-13,Nicholas Scott Real Estate
50561607,3/13 EASTGATE STREET PASCOE VALE SOUTH VIC 3044,3/13 EASTGATE STREET ,13,EASTGATE STREET,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73683246,144.94281449,UNIT,Owner Occupied,,256,Strata Unit or Flat  (Unspecified),3.0,,928000.0,,2022-06-06,Eview Group - C+M Residential
12489175,14A EASTGATE STREET PASCOE VALE SOUTH VIC 3044,14A EASTGATE STREET ,14,EASTGATE STREET,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73619155,144.94293199,UNIT,Owner Occupied,General Residential Zone - Schedule 1,377,Strata Unit or Flat  (Unspecified),2.0,,87500.0,,1995-08-02,
12489183,2/17 EASTGATE STREET PASCOE VALE SOUTH VIC 3044,2/17 EASTGATE STREET ,17,EASTGATE STREET,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73679901,144.94247156,UNIT,Owner Occupied,General Residential Zone - Schedule 1,176,Strata Unit or Flat  (Unspecified),2.0,2.0,0.0,2007,2018-08-02,
50693181,33B EASTGATE STREET PASCOE VALE SOUTH VIC 3044,33B EASTGATE STREET ,33,EASTGATE STREET,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73635798,144.94048068,UNIT,Owner Occupied,,166,Single Strata Unit/Villa Unit/Townhouse,3.0,,990000.0,,2021-05-20,
15737056,57A EASTGATE STREET PASCOE VALE SOUTH VIC 3044,57A EASTGATE STREET ,57,EASTGATE STREET,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73609445,144.93818064,UNIT,Rented,General Residential Zone - Schedule 1,181,Strata Unit or Flat  (Unspecified),3.0,2.0,477500.0,2009,2009-05-05,
12489276,5/61 EASTGATE STREET PASCOE VALE SOUTH VIC 3044,5/61 EASTGATE STREET ,61,EASTGATE STREET,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73612034,144.93669896,UNIT,Rented,General Residential Zone - Schedule 1,208,Single Strata Unit/Villa Unit/Townhouse,3.0,2.0,600000.0,2004,2014-07-16,Nelson Alexander Real Estate - Pascoe Vale
12489294,68 EASTGATE STREET PASCOE VALE SOUTH VIC 3044,68 EASTGATE STREET ,68,EASTGATE STREET,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73540184,144.93621711,UNIT,Rented,General Residential Zone - Schedule 1,430,Single Strata Unit/Villa Unit/Townhouse,3.0,2.0,562500.0,1950,2014-08-11,Barry Plant - Coburg
12489455,19 FONTAINE STREET PASCOE VALE SOUTH VIC 3044,19 FONTAINE STREET ,19,FONTAINE STREET,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.74088615,144.93662505,UNIT,Owner Occupied,Neighbourhood Residential Zone - Schedule 1,261,Strata Unit or Flat  (Unspecified),3.0,1.0,531000.0,,2009-12-05,Brad Teal Real Estate
12489480,4 FORSTER COURT PASCOE VALE SOUTH VIC 3044,4 FORSTER COURT ,4,FORSTER COURT,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.74082872,144.9325014,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,253,Single Strata Unit/Villa Unit/Townhouse,3.0,2.0,610000.0,2008,2013-11-29,Nelson Alexander Pascoe Vale
12493656,1B GEZIREH STREET PASCOE VALE SOUTH VIC 3044,1B GEZIREH STREET ,1,GEZIREH STREET,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73947783,144.93983146,UNIT,Owner Occupied,General Residential Zone - Schedule 1,187,Single Strata Unit/Villa Unit/Townhouse,2.0,2.0,756500.0,2017,2019-09-14,Brad Teal Real Estate - Pascoe Vale South
12489664,5 GEZIREH STREET PASCOE VALE SOUTH VIC 3044,5 GEZIREH STREET ,5,GEZIREH STREET,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73950819,144.93917547,UNIT,Rented,General Residential Zone - Schedule 1,268,Strata Unit or Flat  (Unspecified),2.0,1.0,685000.0,,2020-03-23,
43903584,5 GEZIREH STREET PASCOE VALE SOUTH VIC 3044,5 GEZIREH STREET ,5,GEZIREH STREET,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73950819,144.93917547,OTHER,,General Residential Zone - Schedule 1,268,Single Strata Unit/Villa Unit/Townhouse,,,,,,
12489666,5A GEZIREH STREET PASCOE VALE SOUTH VIC 3044,5A GEZIREH STREET ,5,GEZIREH STREET,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73950819,144.93917547,UNIT,Owner Occupied,General Residential Zone - Schedule 1,251,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,700000.0,1996,2016-05-21,Nelson Alexander Pascoe Vale
43929712,98 GRANDVIEW AVENUE PASCOE VALE SOUTH VIC 3044,98 GRANDVIEW AVENUE ,98,GRANDVIEW AVENUE,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73969354,144.94377712,OTHER,,General Residential Zone - Schedule 1,228,Strata Unit or Flat  (Unspecified),,,,,,
12489982,1/98 GRANDVIEW AVENUE PASCOE VALE SOUTH VIC 3044,1/98 GRANDVIEW AVENUE ,98,GRANDVIEW AVENUE,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73969354,144.94377712,UNIT,Owner Occupied,General Residential Zone - Schedule 1,158,Strata Unit or Flat  (Unspecified),1.0,1.0,365000.0,1970,2012-08-11,Nelson Alexander Real Estate Pascoe Vale
12489984,2/98 GRANDVIEW AVENUE PASCOE VALE SOUTH VIC 3044,2/98 GRANDVIEW AVENUE ,98,GRANDVIEW AVENUE,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73969354,144.94377712,UNIT,Owner Occupied,General Residential Zone - Schedule 1,134,Strata Unit or Flat  (Unspecified),2.0,,77000.0,1970,1985-10-01,
12489986,3/98 GRANDVIEW AVENUE PASCOE VALE SOUTH VIC 3044,3/98 GRANDVIEW AVENUE ,98,GRANDVIEW AVENUE,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73969354,144.94377712,UNIT,Owner Occupied,General Residential Zone - Schedule 1,149,Strata Unit or Flat  (Unspecified),2.0,,170000.0,1970,2009-07-31,
12489992,1/101 GRANDVIEW AVENUE PASCOE VALE SOUTH VIC 3044,1/101 GRANDVIEW AVENUE ,101,GRANDVIEW AVENUE,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.7396204,144.94316133,UNIT,Owner Occupied,General Residential Zone - Schedule 1,161,Strata Unit or Flat  (Unspecified),2.0,1.0,420000.0,1980,2009-11-18,Nelson Alexander Pascoe Vale
12490069,1/10 GREENWOOD STREET PASCOE VALE SOUTH VIC 3044,1/10 GREENWOOD STREET ,10,GREENWOOD STREET,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73837906,144.94783864,UNIT,Owner Occupied,General Residential Zone - Schedule 1,257,Single Strata Unit/Villa Unit/Townhouse,3.0,1.0,851000.0,1990,2024-06-28,
43981263,19 GREENWOOD STREET PASCOE VALE SOUTH VIC 3044,19 GREENWOOD STREET ,19,GREENWOOD STREET,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73769486,144.94733299,HOUSE,,General Residential Zone - Schedule 1,199,Strata Unit or Flat  (Unspecified),3.0,1.0,,,,
37468970,1/19 GREENWOOD STREET PASCOE VALE SOUTH VIC 3044,1/19 GREENWOOD STREET ,19,GREENWOOD STREET,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73769486,144.94733299,UNIT,Owner Occupied,General Residential Zone - Schedule 1,199,Strata Unit or Flat  (Unspecified),3.0,1.0,782500.0,2017,2019-11-18,Barry Plant Coburg
37468971,2/19 GREENWOOD STREET PASCOE VALE SOUTH VIC 3044,2/19 GREENWOOD STREET ,19,GREENWOOD STREET,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73769486,144.94733299,UNIT,Owner Occupied,General Residential Zone - Schedule 1,108,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,590700.0,2016,2019-10-10,The Realest Estate
18002707,3/19 GREENWOOD STREET PASCOE VALE SOUTH VIC 3044,3/19 GREENWOOD STREET ,19,GREENWOOD STREET,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73769486,144.94733299,UNIT,Rented,General Residential Zone - Schedule 1,139,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,575000.0,2016,2016-12-21,Brad Teal Real Estate - Pascoe Vale South
15924850,2/2 HATTER STREET PASCOE VALE SOUTH VIC 3044,2/2 HATTER STREET ,2,HATTER STREET,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73856439,144.9445094,UNIT,Owner Occupied,General Residential Zone - Schedule 1,128,Strata Unit or Flat  (Unspecified),2.0,2.0,495000.0,2011,2011-07-14,
16011266,3/2 HATTER STREET PASCOE VALE SOUTH VIC 3044,3/2 HATTER STREET ,2,HATTER STREET,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73856439,144.9445094,UNIT,Rented,General Residential Zone - Schedule 1,148,Single Strata Unit/Villa Unit/Townhouse,2.0,2.0,715000.0,2000,2020-02-24,McGrath - Coburg/Brunswick
12490364,2B HATTER STREET PASCOE VALE SOUTH VIC 3044,2B HATTER STREET ,2,HATTER STREET,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73879015,144.94435152,UNIT,Owner Occupied,Commercial 1 Zone,554,Strata Unit or Flat  (Unspecified),3.0,1.0,335000.0,2003,2005-06-25,Bruce Smith First National Real Estate
17397395,2/17 HATTER STREET PASCOE VALE SOUTH VIC 3044,2/17 HATTER STREET ,17,HATTER STREET,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73722059,144.94413467,UNIT,Owner Occupied,General Residential Zone - Schedule 1,277,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,680000.0,1970,2024-02-26,Hockingstuart Preston
12490404,1/20 HATTER STREET PASCOE VALE SOUTH VIC 3044,1/20 HATTER STREET ,20,HATTER STREET,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73729133,144.94473169,HOUSE,Owner Occupied,General Residential Zone - Schedule 1,341,Strata Unit or Flat  (Unspecified),2.0,1.0,304000.0,1970,2006-10-14,
45903133,27 HELIOPOLIS STREET PASCOE VALE SOUTH VIC 3044,27 HELIOPOLIS STREET ,27,HELIOPOLIS STREET,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73827199,144.93545804,HOUSE,,General Residential Zone - Schedule 1,182,Single Strata Unit/Villa Unit/Townhouse,3.0,1.0,,,,
45899780,1/27 HELIOPOLIS STREET PASCOE VALE SOUTH VIC 3044,1/27 HELIOPOLIS STREET ,27,HELIOPOLIS STREET,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73827199,144.93545804,UNIT,Owner Occupied,General Residential Zone - Schedule 1,170,Single Strata Unit/Villa Unit/Townhouse,3.0,2.0,700000.0,2019,2019-01-25,
45899781,2/27 HELIOPOLIS STREET PASCOE VALE SOUTH VIC 3044,2/27 HELIOPOLIS STREET ,27,HELIOPOLIS STREET,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73827199,144.93545804,UNIT,Rented,General Residential Zone - Schedule 1,62,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,600000.0,2018,2019-07-25,
45899782,3/27 HELIOPOLIS STREET PASCOE VALE SOUTH VIC 3044,3/27 HELIOPOLIS STREET ,27,HELIOPOLIS STREET,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.73827199,144.93545804,UNIT,Owner Occupied,General Residential Zone - Schedule 1,60,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,625000.0,2019,2021-09-17,Nelson Alexander Pascoe Vale
45210641,5 LANGTREE AVENUE PASCOE VALE SOUTH VIC 3044,5 LANGTREE AVENUE ,5,LANGTREE AVENUE,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.74988385,144.93573769,UNIT,,Neighbourhood Residential Zone - Schedule 1,260,Single Strata Unit/Villa Unit/Townhouse,2.0,2.0,,2018,,
45210639,1/5 LANGTREE AVENUE PASCOE VALE SOUTH VIC 3044,1/5 LANGTREE AVENUE ,5,LANGTREE AVENUE,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.74988385,144.93573769,UNIT,Owner Occupied,Neighbourhood Residential Zone - Schedule 1,263,Single Strata Unit/Villa Unit/Townhouse,2.0,2.0,785000.0,2018,2019-09-11,Raine & Horne Essendon
43977515,19 LANGTREE AVENUE PASCOE VALE SOUTH VIC 3044,19 LANGTREE AVENUE ,19,LANGTREE AVENUE,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.74886829,144.93600614,LAND,,Neighbourhood Residential Zone - Schedule 1,777,Single Strata Unit/Villa Unit/Townhouse,,,,2018,,
17497876,2/19 LANGTREE AVENUE PASCOE VALE SOUTH VIC 3044,2/19 LANGTREE AVENUE ,19,LANGTREE AVENUE,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.74886829,144.93600614,UNIT,Owner Occupied,Neighbourhood Residential Zone - Schedule 1,100,Single Strata Unit/Villa Unit/Townhouse,3.0,2.0,779000.0,2017,2016-07-13,Castran Gilbert - South Yarra
37530358,6/19 LANGTREE AVENUE PASCOE VALE SOUTH VIC 3044,6/19 LANGTREE AVENUE ,19,LANGTREE AVENUE,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.74886829,144.93600614,UNIT,Owner Occupied,Neighbourhood Residential Zone - Schedule 1,105,Single Strata Unit/Villa Unit/Townhouse,3.0,2.0,840000.0,2017,2021-10-20,Nelson Alexander Pascoe Vale
17349795,7/19 LANGTREE AVENUE PASCOE VALE SOUTH VIC 3044,7/19 LANGTREE AVENUE ,19,LANGTREE AVENUE,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.74886829,144.93600614,UNIT,Owner Occupied,Neighbourhood Residential Zone - Schedule 1,105,Single Strata Unit/Villa Unit/Townhouse,3.0,2.0,848000.0,2017,2021-06-29,Jellis Craig - Brunswick
37530090,8/19 LANGTREE AVENUE PASCOE VALE SOUTH VIC 3044,8/19 LANGTREE AVENUE ,19,LANGTREE AVENUE,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.74886829,144.93600614,UNIT,Owner Occupied,Neighbourhood Residential Zone - Schedule 1,106,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,629000.0,2017,2015-10-18,
17349794,9/19 LANGTREE AVENUE PASCOE VALE SOUTH VIC 3044,9/19 LANGTREE AVENUE ,19,LANGTREE AVENUE,PASCOE VALE SOUTH,MERRI-BEK,VIC,3044,-37.74886829,144.93600614,COMMERCIAL,,Neighbourhood Residential Zone - Schedule 1,97,Single Strata Unit/Villa Unit/Townhouse,2.0,2.0,599000.0,2017,2015-10-27,Castran Gilbert - South Yarra
